"ahh","pdb","amh","rata.sekolah","kode","grup"
68.82,630.79,98.15,7.8,"Kab. Labuhan Batu Utara2008","baik"
69.22,631.74,98.16,7.81,"Kab. Labuhan Batu Utara2009","baik"
69.62,632.42,98.17,7.91,"Kab. Labuhan Batu Utara2010","baik"
69.97,636.8,98.53,8.01,"Kab. Labuhan Batu Utara2011","baik"
70.31,641.05,98.9,8.26,"Kab. Labuhan Batu Utara2012","baik"
69.06,603.54,89.19,5.81,"Kab. Nias Utara2009","tidak baik"
69.15,605.13,89.19,6.1,"Kab. Nias Utara2010","tidak baik"
69.24,609.48,89.3,6.13,"Kab. Nias Utara2011","tidak baik"
69.33,612.58,89.31,6.45,"Kab. Nias Utara2012","tidak baik"
69.07,603.74,84.3,5.36,"Kab. Nias Barat2009","tidak baik"
69.15,607.71,84.3,5.56,"Kab. Nias Barat2010","tidak baik"
69.23,611.91,84.46,5.88,"Kab. Nias Barat2011","tidak baik"
69.31,614.83,84.47,6.17,"Kab. Nias Barat2012","tidak baik"
69,612.73,99.16,9.4,"Kota Sibolga2004","baik"
69.15,614.12,99.2,9.49,"Kota Sibolga2005","baik"
70,614.66,99.2,9.5,"Kota Sibolga2006","baik"
70.09,616.94,99.2,9.5,"Kota Sibolga2007","baik"
70.11,621.67,99.2,9.61,"Kota Sibolga2008","baik"
70.17,626.42,99.29,9.63,"Kota Sibolga2009","baik"
70.23,629.45,99.29,9.63,"Kota Sibolga2010","baik"
70.29,633.58,99.31,9.72,"Kota Sibolga2011","baik"
70.34,635.65,99.33,9.77,"Kota Sibolga2012","baik"
68.1,606.1,98.72,8.25,"Kota Tanjung Balai2004","baik"
68.6,606.8,98.8,8.6,"Kota Tanjung Balai2005","baik"
68.9,608.62,98.97,8.6,"Kota Tanjung Balai2006","baik"
69.35,616.97,98.97,8.6,"Kota Tanjung Balai2007","baik"
69.66,620.68,98.97,8.6,"Kota Tanjung Balai2008","baik"
70.05,620.92,98.98,8.8,"Kota Tanjung Balai2009","baik"
70.43,624.45,98.99,8.81,"Kota Tanjung Balai2010","baik"
70.76,628.81,99.02,8.89,"Kota Tanjung Balai2011","baik"
71.09,628.91,99.09,9.08,"Kota Tanjung Balai2012","baik"
71.02,619.01,99.2,10.6,"Kota Pematang Siantar2004","baik"
71.35,619.35,99.39,10.79,"Kota Pematang Siantar2005","baik"
71.5,620,99.39,10.8,"Kota Pematang Siantar2006","baik"
71.72,625.9,99.39,10.8,"Kota Pematang Siantar2007","baik"
71.83,630.64,99.39,10.8,"Kota Pematang Siantar2008","baik"
72,632.28,99.41,10.81,"Kota Pematang Siantar2009","baik"
72.16,634.88,99.45,10.85,"Kota Pematang Siantar2010","baik"
72.29,639.01,99.47,10.89,"Kota Pematang Siantar2011","baik"
72.42,642.02,99.47,10.93,"Kota Pematang Siantar2012","baik"
70.1,620.64,98.31,9.45,"Kota Tebing Tinggi2004","baik"
70.25,620.9,98.53,9.66,"Kota Tebing Tinggi2005","baik"
70.8,624.84,98.53,9.8,"Kota Tebing Tinggi2006","baik"
70.98,626.96,98.53,9.8,"Kota Tebing Tinggi2007","baik"
71.07,631.85,98.53,9.8,"Kota Tebing Tinggi2008","baik"
71.2,635.94,98.61,9.81,"Kota Tebing Tinggi2009","baik"
71.33,639.39,98.7,9.85,"Kota Tebing Tinggi2010","baik"
71.47,642.49,99.02,9.9,"Kota Tebing Tinggi2011","baik"
71.6,646.89,99.03,9.92,"Kota Tebing Tinggi2012","baik"
69.9,618.59,98.99,10.6,"Kota Medan2004","baik"
70.7,619.67,99.12,10.73,"Kota Medan2005","baik"
71.1,620.72,99.12,10.7,"Kota Medan2006","baik"
71.36,625.86,99.29,10.7,"Kota Medan2007","baik"
71.5,631.05,99.29,10.7,"Kota Medan2008","baik"
71.71,632.32,99.31,10.8,"Kota Medan2009","baik"
71.91,635.11,99.36,10.84,"Kota Medan2010","baik"
72.06,639.6,99.38,10.86,"Kota Medan2011","baik"
72.21,643.76,99.52,10.86,"Kota Medan2012","baik"
70.1,620.85,98,9.51,"Kota Binjai2004","baik"
70.48,622.03,98,9.65,"Kota Binjai2005","baik"
71.3,623.24,99.17,9.8,"Kota Binjai2006","baik"
71.47,624.44,99.17,9.84,"Kota Binjai2007","baik"
71.54,628.7,99.17,9.84,"Kota Binjai2008","baik"
71.65,630.45,99.18,9.85,"Kota Binjai2009","baik"
71.77,633.37,99.19,9.89,"Kota Binjai2010","baik"
71.89,637.7,99.2,9.99,"Kota Binjai2011","baik"
72.01,642.85,99.22,10,"Kota Binjai2012","baik"
68.1,613.46,99.28,9.59,"Kota Padangsidimpuan2004","baik"
68.8,615.04,99.6,9.7,"Kota Padangsidimpuan2005","baik"
69.1,616.02,99.6,9.8,"Kota Padangsidimpuan2006","baik"
69.18,617.73,99.6,9.8,"Kota Padangsidimpuan2007","baik"
69.35,622.58,99.6,9.8,"Kota Padangsidimpuan2008","baik"
69.47,625.45,99.62,10.1,"Kota Padangsidimpuan2009","baik"
69.59,629.11,99.7,10.19,"Kota Padangsidimpuan2010","baik"
69.72,632.81,99.72,10.21,"Kota Padangsidimpuan2011","baik"
69.84,636.32,99.74,10.36,"Kota Padangsidimpuan2012","baik"
69.55,610.39,94.75,8.42,"Kota Gunungsitoli2009","baik"
69.95,611.95,94.75,8.42,"Kota Gunungsitoli2010","baik"
70.29,615.91,94.86,8.45,"Kota Gunungsitoli2011","baik"
70.63,618.19,94.88,8.48,"Kota Gunungsitoli2012","baik"
68,589.86,92.24,6.52,"Kab. Kepulauan Mentawai2004","tidak baik"
68.1,595.75,92.2,6.5,"Kab. Kepulauan Mentawai2005","tidak baik"
68.1,595.92,92.37,6.5,"Kab. Kepulauan Mentawai2006","tidak baik"
68.24,598.26,92.37,6.5,"Kab. Kepulauan Mentawai2007","tidak baik"
68.28,601.23,92.37,6.5,"Kab. Kepulauan Mentawai2008","tidak baik"
68.36,606.23,92.44,6.51,"Kab. Kepulauan Mentawai2009","tidak baik"
68.45,606.53,93.58,6.51,"Kab. Kepulauan Mentawai2010","tidak baik"
68.54,609.56,93.67,6.52,"Kab. Kepulauan Mentawai2011","tidak baik"
68.63,611.43,93.69,6.52,"Kab. Kepulauan Mentawai2012","tidak baik"
64.9,610.72,91.63,7.3,"Kab. Pesisir Selatan2004","tidak baik"
65.4,618.51,92.06,7.48,"Kab. Pesisir Selatan2005","tidak baik"
66.2,622.19,92.06,7.5,"Kab. Pesisir Selatan2006","tidak baik"
66.54,623.82,92.57,7.5,"Kab. Pesisir Selatan2007","tidak baik"
66.75,628.4,92.83,7.53,"Kab. Pesisir Selatan2008","baik"
67.03,628.93,93.32,7.84,"Kab. Pesisir Selatan2009","baik"
67.31,629.3,94.92,7.84,"Kab. Pesisir Selatan2010","baik"
67.59,632.3,95.01,8.12,"Kab. Pesisir Selatan2011","baik"
67.88,634.99,96,8.23,"Kab. Pesisir Selatan2012","baik"
64.1,607.11,96.69,7.23,"Kab. Solok2004","tidak baik"
64.63,610.26,97.1,7.3,"Kab. Solok2005","tidak baik"
65.2,613.9,97.1,7.3,"Kab. Solok2006","tidak baik"
65.65,616.11,97.1,7.3,"Kab. Solok2007","tidak baik"
65.9,621.05,97.1,7.3,"Kab. Solok2008","tidak baik"
66.25,623.85,97.11,7.54,"Kab. Solok2009","baik"
66.6,627.25,97.19,7.6,"Kab. Solok2010","baik"
66.95,631.02,97.21,8.03,"Kab. Solok2011","baik"
67.3,633.78,97.24,8.04,"Kab. Solok2012","baik"
64.4,610.73,87.7,6.97,"Kab. Sijunjung2004","tidak baik"
65.18,619.11,88,7.13,"Kab. Sijunjung2005","tidak baik"
65.6,622.8,92.35,7.2,"Kab. Sijunjung2006","tidak baik"
65.99,625.77,93.07,7.2,"Kab. Sijunjung2007","tidak baik"
66.25,630.49,93.07,7.2,"Kab. Sijunjung2008","tidak baik"
66.58,632.74,93.42,7.43,"Kab. Sijunjung2009","baik"
66.92,633.55,94.78,7.43,"Kab. Sijunjung2010","baik"
67.25,636.58,94.79,7.5,"Kab. Sijunjung2011","baik"
67.58,639.31,94.8,7.51,"Kab. Sijunjung2012","baik"
68.7,614.19,96.13,7.61,"Kab. Tanah Datar2004","baik"
69.41,616.7,96.25,7.75,"Kab. Tanah Datar2005","baik"
69.5,618.39,96.53,7.8,"Kab. Tanah Datar2006","baik"
69.94,622.78,96.53,7.8,"Kab. Tanah Datar2007","baik"
70.22,627.58,96.63,7.8,"Kab. Tanah Datar2008","baik"
70.58,628.06,96.64,8.23,"Kab. Tanah Datar2009","baik"
70.94,628.88,97.1,8.35,"Kab. Tanah Datar2010","baik"
71.3,632.89,97.25,8.4,"Kab. Tanah Datar2011","baik"
71.67,635.6,97.27,8.41,"Kab. Tanah Datar2012","baik"
65.7,613.77,93.9,6.7,"Kab. Padang Pariaman2004","tidak baik"
66.25,617.3,94.4,6.89,"Kab. Padang Pariaman2005","tidak baik"
67.2,619.26,94.4,6.9,"Kab. Padang Pariaman2006","tidak baik"
67.63,621.35,94.45,7.13,"Kab. Padang Pariaman2007","baik"
67.92,626.29,94.45,7.13,"Kab. Padang Pariaman2008","baik"
68.28,629.28,94.47,7.25,"Kab. Padang Pariaman2009","baik"
68.65,630.4,94.49,7.26,"Kab. Padang Pariaman2010","baik"
69.01,634.09,94.51,7.31,"Kab. Padang Pariaman2011","baik"
69.38,637.05,94.53,7.46,"Kab. Padang Pariaman2012","baik"
67.7,613.22,96.16,7.9,"Kab. Agam2004","baik"
67.8,618.09,96.4,8.06,"Kab. Agam2005","baik"
68.3,618.65,97.82,8.2,"Kab. Agam2006","baik"
68.56,620.23,97.82,8.2,"Kab. Agam2007","baik"
68.67,625.22,97.82,8.2,"Kab. Agam2008","baik"
68.85,628.31,97.84,8.27,"Kab. Agam2009","baik"
69.04,629.65,97.85,8.5,"Kab. Agam2010","baik"
69.23,633.28,97.86,8.59,"Kab. Agam2011","baik"
69.43,636.57,97.87,8.61,"Kab. Agam2012","baik"
66.1,595.81,97.8,7.23,"Kab. Lima Puluh Kota2004","tidak baik"
66.73,597.87,98.14,7.33,"Kab. Lima Puluh Kota2005","tidak baik"
67,599.15,98.14,7.3,"Kab. Lima Puluh Kota2006","tidak baik"
67.42,603.22,98.14,7.3,"Kab. Lima Puluh Kota2007","tidak baik"
67.72,607.97,98.7,7.7,"Kab. Lima Puluh Kota2008","baik"
68.08,608.7,98.71,7.8,"Kab. Lima Puluh Kota2009","baik"
68.45,609.7,98.85,7.94,"Kab. Lima Puluh Kota2010","baik"
68.81,613.39,98.99,8,"Kab. Lima Puluh Kota2011","baik"
69.18,616.54,99.01,8.01,"Kab. Lima Puluh Kota2012","baik"
64.6,612.55,95.85,6.99,"Kab. Pasaman2004","tidak baik"
65.8,625.27,95.8,7.18,"Kab. Pasaman2005","tidak baik"
66.1,625.47,98.36,7.4,"Kab. Pasaman2006","baik"
66.5,628.19,98.36,7.4,"Kab. Pasaman2007","baik"
66.76,633.12,98.36,7.57,"Kab. Pasaman2008","baik"
67.1,638.48,98.4,7.58,"Kab. Pasaman2009","baik"
67.44,639.84,98.73,7.61,"Kab. Pasaman2010","baik"
67.77,642.9,98.82,7.66,"Kab. Pasaman2011","baik"
68.11,646.09,98.84,7.87,"Kab. Pasaman2012","baik"
62.5,594.5,94.3,7,"Kab. Solok Selatan2004","tidak baik"
63.15,596.91,94.4,7.2,"Kab. Solok Selatan2005","tidak baik"
64.1,597.78,97.21,7.4,"Kab. Solok Selatan2006","tidak baik"
64.32,601.62,97.21,7.4,"Kab. Solok Selatan2007","tidak baik"
64.35,606.35,97.24,7.57,"Kab. Solok Selatan2008","tidak baik"
64.48,611.11,97.38,7.76,"Kab. Solok Selatan2009","tidak baik"
64.61,613.28,97.53,7.82,"Kab. Solok Selatan2010","tidak baik"
64.74,616.62,97.6,7.84,"Kab. Solok Selatan2011","tidak baik"
64.88,619.84,97.63,7.86,"Kab. Solok Selatan2012","tidak baik"
63.3,594.45,87.5,6.65,"Kab. Dharmas Raya2004","tidak baik"
64.07,596.86,87.7,6.8,"Kab. Dharmas Raya2005","tidak baik"
65,597.58,92.56,7.2,"Kab. Dharmas Raya2006","tidak baik"
65.31,599.15,95.54,7.34,"Kab. Dharmas Raya2007","tidak baik"
65.5,604.04,95.54,7.37,"Kab. Dharmas Raya2008","tidak baik"
65.75,606.62,95.83,7.66,"Kab. Dharmas Raya2009","tidak baik"
66,608.89,96.38,7.77,"Kab. Dharmas Raya2010","tidak baik"
66.25,610.06,97.27,8.24,"Kab. Dharmas Raya2011","tidak baik"
66.5,612.72,97.29,8.24,"Kab. Dharmas Raya2012","baik"
63.35,599.45,95.1,7.1,"Kab. Pasaman Barat2004","tidak baik"
63.77,605.44,95.7,7.2,"Kab. Pasaman Barat2005","tidak baik"
64.1,606.02,97.83,7.9,"Kab. Pasaman Barat2006","tidak baik"
64.42,611.21,97.83,7.9,"Kab. Pasaman Barat2007","tidak baik"
64.62,616.14,97.83,7.9,"Kab. Pasaman Barat2008","tidak baik"
64.88,619.52,98.18,7.98,"Kab. Pasaman Barat2009","tidak baik"
65.15,621.31,98.2,8,"Kab. Pasaman Barat2010","baik"
65.41,624.64,98.29,8.03,"Kab. Pasaman Barat2011","baik"
65.68,628.04,98.32,8.06,"Kab. Pasaman Barat2012","baik"
69.4,634.87,99.22,10.7,"Kota Padang2004","baik"
69.54,638.03,99.48,10.83,"Kota Padang2005","baik"
69.9,638.37,99.48,10.8,"Kota Padang2006","baik"
70.21,638.85,99.48,10.8,"Kota Padang2007","baik"
70.39,643.92,99.48,10.8,"Kota Padang2008","baik"
70.64,644.31,99.49,10.89,"Kota Padang2009","baik"
70.89,647.24,99.49,10.91,"Kota Padang2010","baik"
71.14,649.62,99.5,10.92,"Kota Padang2011","baik"
71.39,652.88,99.51,10.94,"Kota Padang2012","baik"
67.8,619.8,98.54,9.66,"Kota Solok2004","baik"
68.6,620.58,98.5,9.78,"Kota Solok2005","baik"
69,622.43,98.5,9.8,"Kota Solok2006","baik"
69.23,626.93,98.5,9.8,"Kota Solok2007","baik"
69.34,631.99,98.5,9.8,"Kota Solok2008","baik"
69.51,632.5,98.51,10.29,"Kota Solok2009","baik"
69.69,635.24,98.51,10.43,"Kota Solok2010","baik"
69.86,638.63,98.52,10.48,"Kota Solok2011","baik"
70.03,641.79,99.21,10.49,"Kota Solok2012","baik"
70.6,615.5,97.01,8.62,"Kota Sawah Lunto2004","baik"
70.6,617.22,97.05,8.6,"Kota Sawah Lunto2005","baik"
70.8,618.64,97.87,8.6,"Kota Sawah Lunto2006","baik"
70.96,619.42,97.87,8.74,"Kota Sawah Lunto2007","baik"
71.22,622.71,98.43,8.77,"Kota Sawah Lunto2008","baik"
71.44,623.01,98.5,9.13,"Kota Sawah Lunto2009","baik"
71.65,624.52,98.55,9.14,"Kota Sawah Lunto2010","baik"
71.86,627.79,98.62,9.23,"Kota Sawah Lunto2011","baik"
72.08,630.2,98.63,9.42,"Kota Sawah Lunto2012","baik"
69.6,639.17,99.06,10.14,"Kota Padang Panjang2004","baik"
69.67,639.51,99.28,10.21,"Kota Padang Panjang2005","baik"
69.9,639.91,99.28,10.2,"Kota Padang Panjang2006","baik"
70.32,640.28,99.28,10.2,"Kota Padang Panjang2007","baik"
70.6,645.38,99.28,10.2,"Kota Padang Panjang2008","baik"
70.95,645.6,99.29,10.22,"Kota Padang Panjang2009","baik"
71.3,646.57,99.3,10.23,"Kota Padang Panjang2010","baik"
71.66,647.98,99.31,10.73,"Kota Padang Panjang2011","baik"
72.01,650.36,99.32,10.74,"Kota Padang Panjang2012","baik"
70.6,634.17,98.81,9.88,"Kota Bukittinggi2004","baik"
70.83,635.97,98.86,9.99,"Kota Bukittinggi2005","baik"
70.9,638.93,99.49,10.1,"Kota Bukittinggi2006","baik"
71.12,641.33,99.49,10.43,"Kota Bukittinggi2007","baik"
71.22,646.58,99.49,10.43,"Kota Bukittinggi2008","baik"
71.37,648.49,99.55,10.47,"Kota Bukittinggi2009","baik"
71.53,651.09,99.92,10.5,"Kota Bukittinggi2010","baik"
71.69,655.31,99.93,10.58,"Kota Bukittinggi2011","baik"
71.85,658.39,99.93,10.59,"Kota Bukittinggi2012","baik"
69.8,620.22,98.45,8.75,"Kota Payakumbuh2004","baik"
69.8,621.19,98.6,8.9,"Kota Payakumbuh2005","baik"
70,623.4,98.6,9,"Kota Payakumbuh2006","baik"
70.21,627.95,98.6,9.04,"Kota Payakumbuh2007","baik"
70.31,633.02,99.16,9.07,"Kota Payakumbuh2008","baik"
70.46,633.52,99.17,9.46,"Kota Payakumbuh2009","baik"
70.62,636.22,99.18,9.66,"Kota Payakumbuh2010","baik"
70.78,640.51,99.19,9.72,"Kota Payakumbuh2011","baik"
70.94,643.67,99.2,9.91,"Kota Payakumbuh2012","baik"
67.1,614.74,96.36,8.5,"Kota Pariaman2004","baik"
67.66,616.25,96.6,8.7,"Kota Pariaman2005","baik"
68.1,618.76,98.24,9.3,"Kota Pariaman2006","baik"
68.15,621.33,98.24,9.3,"Kota Pariaman2007","baik"
68.56,625.98,98.24,9.33,"Kota Pariaman2008","baik"
68.79,628.14,98.36,9.73,"Kota Pariaman2009","baik"
69.02,628.66,98.92,9.9,"Kota Pariaman2010","baik"
69.25,632.35,98.93,9.92,"Kota Pariaman2011","baik"
69.48,634.9,98.94,9.93,"Kota Pariaman2012","baik"
67.5,613.93,97.84,7.7,"Kab. Kuantan Singingi2004","baik"
67.64,624.61,97.8,7.8,"Kab. Kuantan Singingi2005","baik"
67.9,626.66,97.8,7.8,"Kab. Kuantan Singingi2006","baik"
68.05,633.1,97.8,7.8,"Kab. Kuantan Singingi2007","baik"
68.11,638.9,97.8,7.8,"Kab. Kuantan Singingi2008","baik"
68.22,643.52,97.81,7.81,"Kab. Kuantan Singingi2009","baik"
68.33,645.21,97.82,7.99,"Kab. Kuantan Singingi2010","baik"
68.43,649.28,98.06,8.03,"Kab. Kuantan Singingi2011","baik"
68.53,652.69,98.09,8.06,"Kab. Kuantan Singingi2012","baik"
67.8,610.88,92.36,7.14,"Kab. Indragiri Hulu2004","tidak baik"
68.15,631.27,92.83,7.28,"Kab. Indragiri Hulu2005","baik"
68.4,632.89,96.75,7.3,"Kab. Indragiri Hulu2006","baik"
68.55,637.2,97.63,7.72,"Kab. Indragiri Hulu2007","baik"
68.6,642.79,97.67,7.72,"Kab. Indragiri Hulu2008","baik"
68.71,645.47,97.76,7.96,"Kab. Indragiri Hulu2009","baik"
68.81,647.1,98.16,7.98,"Kab. Indragiri Hulu2010","baik"
68.91,650.72,98.21,8.01,"Kab. Indragiri Hulu2011","baik"
69.01,654.52,98.22,8.01,"Kab. Indragiri Hulu2012","baik"
69.9,611.9,98.51,6.92,"Kab. Indragiri Hilir2004","baik"
70.3,626.09,98.52,7,"Kab. Indragiri Hilir2005","baik"
70.4,628.02,98.52,7.6,"Kab. Indragiri Hilir2006","baik"
70.7,632.04,98.52,7.6,"Kab. Indragiri Hilir2007","baik"
70.89,637.73,98.52,7.6,"Kab. Indragiri Hilir2008","baik"
71.14,641.97,98.79,7.62,"Kab. Indragiri Hilir2009","baik"
71.39,643.16,99.06,7.62,"Kab. Indragiri Hilir2010","baik"
71.63,647.22,99.15,7.63,"Kab. Indragiri Hilir2011","baik"
71.88,650.91,99.18,7.63,"Kab. Indragiri Hilir2012","baik"
67.2,610.28,93.65,7.04,"Kab. Pelalawan2004","tidak baik"
67.62,613.78,93.6,7,"Kab. Pelalawan2005","tidak baik"
68.3,615.67,93.6,7.3,"Kab. Pelalawan2006","tidak baik"
68.48,618.38,97.6,7.67,"Kab. Pelalawan2007","baik"
68.56,623.66,97.6,7.93,"Kab. Pelalawan2008","baik"
68.69,628.19,98.44,7.95,"Kab. Pelalawan2009","baik"
68.82,630.99,98.46,8.21,"Kab. Pelalawan2010","baik"
68.95,635.05,98.48,8.24,"Kab. Pelalawan2011","baik"
69.08,638.32,98.51,8.24,"Kab. Pelalawan2012","baik"
70.6,617.62,94.13,8.8,"Kab. Siak2004","baik"
70.91,627.01,94.1,8.8,"Kab. Siak2005","baik"
71,628.13,98.21,8.8,"Kab. Siak2006","baik"
71.23,634.19,98.21,8.8,"Kab. Siak2007","baik"
71.34,639.78,98.21,8.8,"Kab. Siak2008","baik"
71.52,640.78,98.49,9.03,"Kab. Siak2009","baik"
71.69,644.22,98.56,9.08,"Kab. Siak2010","baik"
71.86,648.16,98.65,9.14,"Kab. Siak2011","baik"
72.03,651.35,98.68,9.14,"Kab. Siak2012","baik"
67.3,606.75,97.56,7.59,"Kab. Kampar2004","tidak baik"
67.72,625.7,97.99,7.78,"Kab. Kampar2005","baik"
67.9,625.98,97.99,8,"Kab. Kampar2006","baik"
68.1,634.43,98.1,8.23,"Kab. Kampar2007","baik"
68.21,640.15,98.1,8.44,"Kab. Kampar2008","baik"
68.36,644.34,98.44,8.46,"Kab. Kampar2009","baik"
68.52,646.68,98.48,8.49,"Kab. Kampar2010","baik"
68.67,650.82,98.58,8.92,"Kab. Kampar2011","baik"
68.83,654.2,98.6,8.93,"Kab. Kampar2012","baik"
66.2,618.67,96.41,7.1,"Kab. Rokan Hulu2004","tidak baik"
66.34,625.35,96.4,7.1,"Kab. Rokan Hulu2005","baik"
67,625.9,97.38,7.5,"Kab. Rokan Hulu2006","baik"
67.08,630.72,97.38,7.5,"Kab. Rokan Hulu2007","baik"
67.09,636.08,97.38,7.5,"Kab. Rokan Hulu2008","baik"
67.13,639.42,97.98,7.55,"Kab. Rokan Hulu2009","baik"
67.17,642.94,98.28,7.56,"Kab. Rokan Hulu2010","baik"
67.21,646.92,98.37,7.68,"Kab. Rokan Hulu2011","baik"
67.26,650.69,98.4,7.94,"Kab. Rokan Hulu2012","baik"
69.4,613.55,97.02,8.35,"Kab. Bengkalis2004","baik"
69.67,621.47,97.29,8.6,"Kab. Bengkalis2005","baik"
69.9,621.74,97.29,8.6,"Kab. Bengkalis2006","baik"
70.06,623.99,97.29,8.6,"Kab. Bengkalis2007","baik"
70.13,629.49,97.78,8.86,"Kab. Bengkalis2008","baik"
70.24,634.08,97.79,8.99,"Kab. Bengkalis2009","baik"
70.35,637.23,98.09,9.12,"Kab. Bengkalis2010","baik"
70.46,641.33,98.16,9.17,"Kab. Bengkalis2011","baik"
70.56,644.81,98.17,9.18,"Kab. Bengkalis2012","baik"
66.2,616.61,88.8,7,"Kab. Rokan Hilir2004","tidak baik"
66.64,627.14,88.8,7,"Kab. Rokan Hilir2005","tidak baik"
66.9,627.93,97.37,7.2,"Kab. Rokan Hilir2006","baik"
67.01,629.32,97.37,7.2,"Kab. Rokan Hilir2007","baik"
67.04,634.96,97.37,7.2,"Kab. Rokan Hilir2008","baik"
67.11,636.69,97.8,7.48,"Kab. Rokan Hilir2009","baik"
67.18,637.78,97.99,7.87,"Kab. Rokan Hilir2010","baik"
67.25,641.77,98.15,7.89,"Kab. Rokan Hilir2011","baik"
67.32,645.54,98.18,7.9,"Kab. Rokan Hilir2012","baik"
68.61,626.84,89.73,7.32,"Kab. Kepulauan Meranti2009","baik"
68.73,630.86,90.18,7.32,"Kab. Kepulauan Meranti2010","baik"
68.86,635.16,90.34,7.35,"Kab. Kepulauan Meranti2011","baik"
68.98,639.27,90.36,7.35,"Kab. Kepulauan Meranti2012","baik"
70.5,619.64,99.53,11.1,"Kota Pekanbaru2004","baik"
70.53,621.42,99.66,11.27,"Kota Pekanbaru2005","baik"
70.6,623.68,99.77,11.3,"Kota Pekanbaru2006","baik"
70.87,632.08,99.77,11.3,"Kota Pekanbaru2007","baik"
71.03,638.13,99.77,11.3,"Kota Pekanbaru2008","baik"
71.24,640.57,99.8,11.32,"Kota Pekanbaru2009","baik"
71.45,644.04,99.87,11.33,"Kota Pekanbaru2010","baik"
71.67,648.05,99.89,11.34,"Kota Pekanbaru2011","baik"
71.88,652.2,99.9,11.35,"Kota Pekanbaru2012","baik"
70.1,612.79,99.05,9.7,"Kota Dumai2004","baik"
70.25,632.22,99.1,9.7,"Kota Dumai2005","baik"
70.4,633.74,99.1,9.7,"Kota Dumai2006","baik"
70.77,640.87,99.28,9.7,"Kota Dumai2007","baik"
71.02,646.88,99.28,9.7,"Kota Dumai2008","baik"
71.33,649.88,99.3,9.72,"Kota Dumai2009","baik"
71.64,653,99.31,9.72,"Kota Dumai2010","baik"
71.95,657.01,99.35,9.73,"Kota Dumai2011","baik"
72.26,660.81,99.4,9.74,"Kota Dumai2012","baik"
69.9,614.19,95.83,7.6,"Kab. Kerinci2004","baik"
70.2,619.42,96.2,7.75,"Kab. Kerinci2005","baik"
70.3,619.77,97.22,8.1,"Kab. Kerinci2006","baik"
70.4,625.1,97.22,8.1,"Kab. Kerinci2007","baik"
70.56,629.91,97.22,8.1,"Kab. Kerinci2008","baik"
70.7,631.88,97.23,8.11,"Kab. Kerinci2009","baik"
70.83,635,97.24,8.11,"Kab. Kerinci2010","baik"
70.96,639.64,97.25,8.2,"Kab. Kerinci2011","baik"
71.09,642.65,97.26,8.27,"Kab. Kerinci2012","baik"
66.9,611.83,96.88,6.9,"Kab. Merangin2004","tidak baik"
67.1,617.52,96.9,6.9,"Kab. Merangin2005","tidak baik"
67.5,619.65,96.9,6.9,"Kab. Merangin2006","baik"
67.61,619.7,96.9,7.45,"Kab. Merangin2007","baik"
67.95,624.52,97.38,7.45,"Kab. Merangin2008","baik"
68.17,625.72,97.39,7.47,"Kab. Merangin2009","baik"
68.4,627.76,97.47,7.5,"Kab. Merangin2010","baik"
68.61,631.42,97.52,7.55,"Kab. Merangin2011","baik"
68.83,634.7,97.53,7.65,"Kab. Merangin2012","baik"
68,616.84,93.66,6.46,"Kab. Sarolangun2004","tidak baik"
68.61,619.82,93.7,6.63,"Kab. Sarolangun2005","tidak baik"
68.8,620.03,93.7,6.9,"Kab. Sarolangun2006","baik"
68.93,624.8,93.7,6.9,"Kab. Sarolangun2007","baik"
69.12,631.59,93.7,6.9,"Kab. Sarolangun2008","baik"
69.27,637.05,93.82,7.04,"Kab. Sarolangun2009","baik"
69.43,638.24,94.76,7.14,"Kab. Sarolangun2010","baik"
69.57,642.92,94.97,7.32,"Kab. Sarolangun2011","baik"
69.71,646.48,94.98,7.55,"Kab. Sarolangun2012","baik"
67.7,620.86,97.03,7.41,"Kab. Batang Hari2004","baik"
68.2,623.13,97.56,7.4,"Kab. Batang Hari2005","baik"
68.3,623.72,97.56,7.4,"Kab. Batang Hari2006","baik"
68.49,625.2,97.56,7.51,"Kab. Batang Hari2007","baik"
68.73,630.33,97.56,7.51,"Kab. Batang Hari2008","baik"
68.95,631.51,97.57,7.52,"Kab. Batang Hari2009","baik"
69.16,633.6,97.57,7.52,"Kab. Batang Hari2010","baik"
69.36,635.94,97.58,7.9,"Kab. Batang Hari2011","baik"
69.56,639.4,97.58,7.92,"Kab. Batang Hari2012","baik"
68.2,615.63,93.86,6.97,"Kab. Muaro Jambi2004","tidak baik"
68.5,621.14,93.9,7.1,"Kab. Muaro Jambi2005","baik"
69,622.15,94.46,7.1,"Kab. Muaro Jambi2006","baik"
69.11,622.2,95.89,7.53,"Kab. Muaro Jambi2007","baik"
69.13,627.3,95.89,7.53,"Kab. Muaro Jambi2008","baik"
69.19,629.04,95.9,7.55,"Kab. Muaro Jambi2009","baik"
69.26,630.79,95.97,7.98,"Kab. Muaro Jambi2010","baik"
69.32,633.4,96.71,8.02,"Kab. Muaro Jambi2011","baik"
69.39,637.32,96.84,8.17,"Kab. Muaro Jambi2012","baik"
68.5,611.9,92.41,6.2,"Kab. Tanjung Jabung Timur2004","tidak baik"
68.9,617.64,92.4,6.2,"Kab. Tanjung Jabung Timur2005","tidak baik"
69,618.64,92.4,6.2,"Kab. Tanjung Jabung Timur2006","tidak baik"
